spc_latin,latitude,longitude,tree_dbh
Ginkgo biloba,40.79063217,-73.9517913,3
Ginkgo biloba,40.79077843,-73.95168408,3
Platanus x acerifolia,40.78896061,-73.95203832,3
Ginkgo biloba,40.79073,-73.95171959,3
Zelkova serrata,40.79064987,-73.95226007,3
Zelkova serrata,40.79062165,-73.95219311,3
Zelkova serrata,40.79056442,-73.9520573,3
Zelkova serrata,40.79217088,-73.94867674,3
Ginkgo biloba,40.79068156,-73.95175509,3
Quercus rubra,40.78605689,-73.94943143,3
Tilia cordata,40.78728814,-73.95040205,3
Platanus x acerifolia,40.78675925,-73.94914764,3
Zelkova serrata,40.78667174,-73.95089361,3
Zelkova serrata,40.78621775,-73.95055641,3
Zelkova serrata,40.78662072,-73.95077227,3
Quercus rubra,40.78593019,-73.94912912,3
Quercus shumardii,40.78757033,-73.95155997,3
Platanus x acerifolia,40.78704078,-73.94981433,3
Prunus,40.81954307,-73.94022048,3
Ginkgo biloba,40.8168253,-73.9395647,3
Quercus palustris,40.81757175,-73.93913865,3
Platanus x acerifolia,40.81803606,-73.94243559,3
Quercus rubra,40.81626506,-73.93945367,3
Ginkgo biloba,40.81702356,-73.93978009,3
Pyrus calleryana,40.81729357,-73.94202595,3
Liquidambar styraciflua,40.81754095,-73.9390657,3
Gymnocladus dioicus,40.81738009,-73.94088284,3
Quercus acutissima,40.81944654,-73.9404573,3
Liquidambar styraciflua,40.81782446,-73.93973704,3
Acer rubrum,40.81746774,-73.93889234,3
Zelkova serrata,40.81698264,-73.94161338,3
Quercus bicolor,40.81925369,-73.94312741,3
Ulmus parvifolia,40.81668105,-73.94090072,3
Ginkgo biloba,40.81897926,-73.94273809,3
Prunus serotina,40.8188532,-73.94411425,3
Quercus imbricaria,40.81804378,-73.94190948,3
Tilia cordata,40.81989793,-73.94392556,3
Liquidambar styraciflua,40.8178618,-73.93982546,3
Zelkova serrata,40.81675197,-73.94106831,3
Pyrus calleryana,40.81974288,-73.94263134,3
Zelkova serrata,40.81867092,-73.94144987,3
Liquidambar styraciflua,40.81835506,-73.94099353,3
Liquidambar styraciflua,40.82005214,-73.94336776,3
Ulmus parvifolia,40.81929152,-73.94155659,3
Liquidambar styraciflua,40.8200135,-73.94327575,3
Liquidambar styraciflua,40.81743413,-73.93881277,3
Liquidambar styraciflua,40.81800902,-73.94017408,3
Quercus alba,40.81621534,-73.93949061,3
Tilia cordata,40.81983117,-73.94397494,3
Tilia cordata,40.81895215,-73.94241139,3
Koelreuteria paniculata,40.81926417,-73.94149145,3
Pyrus calleryana,40.81927778,-73.94318461,3
Liquidambar styraciflua,40.81760576,-73.93921917,3
Liquidambar styraciflua,40.81824252,-73.94072701,3
Ginkgo biloba,40.81705405,-73.93985245,3
Zelkova serrata,40.81695593,-73.94155025,3
Ulmus parvifolia,40.81657126,-73.94064128,3
Liquidambar styraciflua,40.81774285,-73.93954378,3
Gleditsia triacanthos var. inermis,40.81756244,-73.93937313,3
Ginkgo biloba,40.81888691,-73.94251879,3
Tilia tomentosa,40.81893022,-73.94068256,3
Ginkgo biloba,40.8182269,-73.93902335,3
Liquidambar styraciflua,40.81778419,-73.93964168,3
Liquidambar styraciflua,40.81820704,-73.94064301,3
Platanus x acerifolia,40.81864217,-73.94387616,3
Liquidambar styraciflua,40.81766764,-73.93936569,3
Liquidambar styraciflua,40.8180953,-73.94037839,3
Quercus acutissima,40.81934851,-73.94052856,3
Gleditsia triacanthos var. inermis,40.81865992,-73.94171748,3
Celtis occidentalis,40.81880053,-73.94012364,3
Zelkova serrata,40.81750343,-73.9409191,3
Styphnolobium japonicum,40.81712881,-73.93881692,3
Liquidambar styraciflua,40.81791861,-73.93995998,3
Quercus rubra,40.81593237,-73.94843658,3
Quercus palustris,40.81694712,-73.94178637,3
Tilia americana,40.8149416,-73.94064464,3
Pyrus calleryana,40.81666359,-73.94111506,3
Zelkova serrata,40.81411382,-73.94284794,3
Ginkgo biloba,40.81616724,-73.9418726,3
Gleditsia triacanthos var. inermis,40.8156475,-73.94365872,3
Zelkova serrata,40.81652011,-73.94464814,3
Zelkova serrata,40.8141689,-73.94297875,3
Ginkgo biloba,40.81475319,-73.9421698,3
Tilia americana,40.81611591,-73.9417502,3
Quercus robur,40.81685016,-73.94278041,3
Platanus x acerifolia,40.8146913,-73.94250993,3
Gleditsia triacanthos var. inermis,40.81562891,-73.94323948,3
Quercus palustris,40.81584012,-73.94084052,3
Zelkova serrata,40.81420962,-73.94307544,3
Tilia americana,40.81605357,-73.94160154,3
Zelkova serrata,40.81687429,-73.94522876,3
Morus,40.81641366,-73.94246028,3
Tilia cordata,40.8156213,-73.94225327,3
Quercus robur,40.81679974,-73.94281717,3
Ulmus americana,40.82042682,-73.9439751,3
Styphnolobium japonicum,40.82187786,-73.94410977,3
Pyrus calleryana,40.82173188,-73.94320153,3
Quercus palustris,40.81568111,-73.94683609,3
Tilia americana,40.81298521,-73.94209107,3
Acer saccharum,40.81441416,-73.94381655,3
Acer rubrum,40.81447009,-73.94394922,3
Quercus alba,40.81460482,-73.94594745,3
Quercus palustris,40.81477902,-73.94468215,3
Syringa reticulata,40.81359959,-73.94188421,3
Zelkova serrata,40.81377957,-73.94397577,3
Tilia americana,40.81392017,-73.94430937,3
Quercus palustris,40.81526107,-73.94583315,3
Gymnocladus dioicus,40.81564172,-73.94702586,3
Tilia americana,40.81385413,-73.94415268,3
Tilia americana,40.81304993,-73.9422446,3
Gleditsia triacanthos var. inermis,40.81976022,-73.9465262,3
Ginkgo biloba,40.81867466,-73.9471565,3
Quercus rubra,40.82101045,-73.9456367,3
Gleditsia triacanthos var. inermis,40.81984547,-73.946469,3
Gleditsia triacanthos var. inermis,40.81964379,-73.94625177,3
Acer platanoides,40.81660552,-73.94812102,3
Ginkgo biloba,40.81870594,-73.94664172,3
Quercus palustris,40.81724379,-73.94636402,3
Gleditsia triacanthos var. inermis,40.81968528,-73.94634956,3
Quercus acutissima,40.81925719,-73.94533355,3
Gleditsia triacanthos var. inermis,40.81975683,-73.94626519,3
Gleditsia triacanthos var. inermis,40.81859303,-73.94514422,3
Prunus,40.81902679,-73.94672516,3
Ulmus parvifolia,40.8205433,-73.94452785,3
Gleditsia triacanthos var. inermis,40.81972137,-73.94618367,3
Acer rubrum,40.81832797,-73.94674197,3
Gleditsia triacanthos var. inermis,40.81979637,-73.94635612,3
Acer saccharinum,40.8210461,-73.94572222,3
Ginkgo biloba,40.81875349,-73.94679407,3
Quercus palustris,40.81727701,-73.94644305,3
Ginkgo biloba,40.81982412,-73.93700452,3
Gleditsia triacanthos var. inermis,40.82021894,-73.93962317,3
Platanus x acerifolia,40.820016,-73.94107924,3
Gleditsia triacanthos var. inermis,40.82000457,-73.94047603,3
Juniperus virginiana,40.82142344,-73.93921113,3
Gleditsia triacanthos var. inermis,40.8215822,-73.9409267,3
Gleditsia triacanthos var. inermis,40.82123561,-73.94010141,3
Quercus palustris,40.8193187,-73.93747848,3
Cladrastis kentukea,40.8211434,-73.93921657,3
Ginkgo biloba,40.82015441,-73.93753737,3
Gleditsia triacanthos var. inermis,40.82113601,-73.93986426,3
Quercus palustris,40.81968175,-73.93834337,3
Gleditsia triacanthos var. inermis,40.82018058,-73.93953178,3
Gleditsia triacanthos var. inermis,40.82139098,-73.94047137,3
Ginkgo biloba,40.82060736,-73.93861097,3
Styphnolobium japonicum,40.82140758,-73.94243668,3
Platanus x acerifolia,40.82129125,-73.93953761,3
Gleditsia triacanthos var. inermis,40.82133255,-73.94033224,3
Quercus palustris,40.82065078,-73.936993,3
Gleditsia triacanthos var. inermis,40.82120905,-73.94003817,3
Platanus x acerifolia,40.81987421,-73.94074153,3
Cladrastis kentukea,40.82119617,-73.93917794,3
Cladrastis kentukea,40.82106664,-73.93927275,3
Quercus palustris,40.82061636,-73.93691153,3
Platanus x acerifolia,40.81990714,-73.94081995,3
Gleditsia triacanthos var. inermis,40.82117984,-73.93996861,3
Tilia cordata,40.81989117,-73.93716338,3
Ginkgo biloba,40.82056898,-73.93852,3
Quercus palustris,40.8206736,-73.93901732,3
Styphnolobium japonicum,40.82204561,-73.94226817,3
Tilia cordata,40.81948909,-73.93979973,3
Platanus x acerifolia,40.82238556,-73.94110207,3
Gleditsia triacanthos var. inermis,40.82130599,-73.940269,3
Gleditsia triacanthos var. inermis,40.81985891,-73.93708695,3
Platanus x acerifolia,40.82226383,-73.94081497,3
Quercus palustris,40.81937896,-73.93762204,3
Styphnolobium japonicum,40.82001966,-73.93940606,3
Gleditsia triacanthos var. inermis,40.8201151,-73.9374442,3
Prunus,40.82059386,-73.94051055,3
Ginkgo biloba,40.8204122,-73.93974835,3
Platanus x acerifolia,40.82189195,-73.93993791,3
Quercus palustris,40.82346068,-73.94388519,3
Zelkova serrata,40.8219698,-73.94790349,3
Zelkova serrata,40.82145745,-73.94837562,3
Platanus x acerifolia,40.81817148,-73.95023503,3
Maackia amurensis,40.81985083,-73.9477082,3
Platanus x acerifolia,40.81823153,-73.9503771,3
Quercus palustris,40.82021998,-73.94668795,3
Maackia amurensis,40.81834704,-73.94927827,3
Tilia tomentosa,40.82102606,-73.94775273,3
Tilia tomentosa,40.82062774,-73.9476007,3
Tilia tomentosa,40.82048012,-73.94754436,3
Pyrus calleryana,40.82007974,-73.94966029,3
Tilia americana,40.81929012,-73.94823679,3
Quercus palustris,40.82006987,-73.94675775,3
Tilia americana,40.82029509,-73.94750731,3
Quercus palustris,40.82144534,-73.94665444,3
Maackia amurensis,40.81828936,-73.94934507,3
Tilia tomentosa,40.82078749,-73.94766167,3
Syringa reticulata,40.82008582,-73.94754484,3
Carpinus betulus,40.82045251,-73.94938743,3
Maackia amurensis,40.81852645,-73.94903157,3
Quercus rubra,40.82740913,-73.94117653,3
Corylus colurna,40.8285839,-73.94244152,3
Tilia americana,40.8276237,-73.94101983,3
Liquidambar styraciflua,40.83005472,-73.94008742,3
Tilia cordata,40.82793788,-73.94079038,3
Metasequoia glyptostroboides,40.82824893,-73.9405632,3
Tilia cordata,40.82849039,-73.94038686,3
Zelkova serrata,40.8286165,-73.94182938,3
Tilia americana,40.8283747,-73.94047135,3
Quercus bicolor,40.82823627,-73.94181744,3
Tilia americana,40.82752241,-73.9410938,3
Gleditsia triacanthos var. inermis,40.82893787,-73.94104055,3
Quercus bicolor,40.8283439,-73.94173769,3
Ulmus parvifolia,40.82825628,-73.94288088,3
Quercus bicolor,40.82797316,-73.94201239,3
Ulmus parvifolia,40.82919046,-73.94343737,3
Tilia cordata,40.82789793,-73.94230804,3
Acer rubrum,40.82820632,-73.94472059,3
Gymnocladus dioicus,40.82975828,-73.94286434,3
Quercus bicolor,40.82808558,-73.9419291,3
Prunus,40.82843472,-73.94246474,3
Gymnocladus dioicus,40.8291931,-73.94151568,3
Tilia cordata,40.82781331,-73.94088135,3
Liquidambar styraciflua,40.83001297,-73.94000706,3
Quercus bicolor,40.82803296,-73.94196809,3
Prunus,40.82827439,-73.94252823,3
Ulmus parvifolia,40.82927275,-73.94337045,3
Tilia cordata,40.82878584,-73.94017108,3
Tilia cordata,40.82884632,-73.9401269,3
Gymnocladus dioicus,40.82913727,-73.94138373,3
Ulmus pumila,40.82405776,-73.9526022,3
Gleditsia triacanthos var. inermis,40.82295177,-73.95087514,3
Taxodium distichum,40.8235603,-73.95361054,3
Ulmus americana,40.82305099,-73.95214438,3
Ulmus pumila,40.82415504,-73.95283238,3
Gleditsia triacanthos var. inermis,40.82463493,-73.95423278,3
Quercus robur,40.82331465,-73.95250017,3
Juniperus virginiana,40.82250962,-73.9533456,3
Taxodium distichum,40.8238332,-73.95256205,3
Acer platanoides,40.82330527,-73.95494208,3
Quercus velutina,40.82299537,-73.95420485,3
Styphnolobium japonicum,40.82289901,-73.95280068,3
Acer rubrum,40.82236572,-73.95319243,3
Styphnolobium japonicum,40.82283931,-73.95284521,3
Tilia cordata,40.82285897,-73.95327601,3
Ulmus americana,40.82398815,-73.95269535,3
Zelkova serrata,40.82259314,-73.95148095,3
Gleditsia triacanthos var. inermis,40.82359955,-73.95345073,3
Quercus bicolor,40.82196607,-73.95233341,3
Ginkgo biloba,40.82284424,-73.94998181,3
Juniperus virginiana,40.82219464,-73.95350337,3
Quercus bicolor,40.82242029,-73.95315211,3
Styphnolobium japonicum,40.82305184,-73.95268668,3
Zelkova serrata,40.8237122,-73.95204049,3
Tilia tomentosa,40.82524775,-73.9539825,3
Quercus palustris,40.82427415,-73.95197992,3
Zelkova serrata,40.82160741,-73.9525716,3
Ulmus americana,40.8240323,-73.95280029,3
Zelkova serrata,40.82164724,-73.95266647,3
Quercus bicolor,40.82180896,-73.95260189,3
Quercus bicolor,40.82220608,-73.9533104,3
Fraxinus pennsylvanica,40.821794,-73.95303565,3
Zelkova serrata,40.82322121,-73.95061052,3
Juniperus virginiana,40.82248998,-73.95336007,3
Gleditsia triacanthos var. inermis,40.82460063,-73.95415123,3
Taxodium distichum,40.82354953,-73.9533319,3
Quercus rubra,40.82231151,-73.95175497,3
Gleditsia triacanthos var. inermis,40.82364,-73.9535468,3
Taxodium distichum,40.82748483,-73.94882246,3
Gleditsia triacanthos var. inermis,40.82737094,-73.94616747,3
Fraxinus pennsylvanica,40.8281175,-73.95084884,3
Quercus phellos,40.82928864,-73.94948284,3
Quercus bicolor,40.82788399,-73.9494269,3
Acer rubrum,40.82812349,-73.95099088,3
Quercus bicolor,40.82921986,-73.9493182,3
Prunus virginiana,40.82755859,-73.94899751,3
Quercus bicolor,40.82683344,-73.94753029,3
Quercus bicolor,40.82925283,-73.94816673,3
Platanus x acerifolia,40.82888943,-73.95056253,3
Quercus alba,40.82813402,-73.948427,3
Prunus virginiana,40.82741081,-73.94864678,3
Tilia cordata,40.8286325,-73.94792973,3
Betula papyrifera,40.82731573,-73.94620776,3
Tilia tomentosa,40.82804813,-73.94922345,3
Tilia tomentosa,40.82799718,-73.94934394,3
Quercus bicolor,40.82679386,-73.94743605,3
Acer rubrum,40.82934636,-73.95016241,3
Tilia tomentosa,40.82806313,-73.9492956,3
Ulmus parvifolia,40.82781368,-73.94793257,3
Quercus bicolor,40.82933735,-73.94810512,3
Quercus phellos,40.82942886,-73.94981845,3
Ulmus parvifolia,40.82828031,-73.94683484,3
Platanus x acerifolia,40.82927289,-73.95031792,3
Quercus bicolor,40.82662122,-73.94702497,3
Quercus bicolor,40.82691445,-73.94772318,3
Acer rubrum,40.82817432,-73.95095359,3
Quercus phellos,40.82927435,-73.94919023,3
Cornus florida,40.82863025,-73.94883714,3
Taxodium distichum,40.82760413,-73.94910557,3
Quercus phellos,40.82935274,-73.94937678,3
Tilia tomentosa,40.82729512,-73.94985707,3
Quercus phellos,40.82938256,-73.94970764,3
Quercus bicolor,40.82883261,-73.94865059,3
Zelkova serrata,40.82900781,-73.95020703,3
Quercus robur,40.8273537,-73.94657049,3
Quercus palustris,40.8294624,-73.94818918,3
Taxodium distichum,40.82886805,-73.9506168,3
Tilia americana,40.8284764,-73.94890992,3
Quercus bicolor,40.82665283,-73.94710023,3
Zelkova serrata,40.82722918,-73.94847263,3
Quercus phellos,40.82944841,-73.94960443,3
Pyrus calleryana,40.82915612,-73.94723149,3
Quercus phellos,40.82939925,-73.94948744,3
Tilia tomentosa,40.8272944,-73.94977548,3
Tilia cordata,40.8278881,-73.94615937,3
Quercus robur,40.82729788,-73.9464377,3
Zelkova serrata,40.82664122,-73.94682046,3
Acer rubrum,40.827772,-73.95124871,3
Quercus phellos,40.82934155,-73.94960948,3
Prunus virginiana,40.82737805,-73.94856905,3
Cornus florida,40.82845142,-73.94892811,3
Quercus bicolor,40.82673915,-73.94730577,3
Pyrus calleryana,40.82860459,-73.94786334,3
Quercus phellos,40.82949492,-73.94971509,3
Styphnolobium japonicum,40.82758423,-73.94738281,3
Tilia tomentosa,40.82749659,-73.94962588,3
Acer rubrum,40.82784441,-73.9511956,3
Zelkova serrata,40.82714446,-73.94827088,3
Tilia tomentosa,40.82760521,-73.94963058,3
Quercus rubra,40.82810344,-73.94899843,3
Quercus bicolor,40.82695508,-73.94781995,3
Cercis canadensis,40.82927182,-73.94832907,3
Gymnocladus dioicus,40.82210698,-73.95597555,3
Quercus alba,40.81925876,-73.95334567,3
Quercus palustris,40.82096324,-73.95133097,3
Amelanchier,40.81935421,-73.95202921,3
Zelkova serrata,40.8213083,-73.9560107,3
Zelkova serrata,40.82144861,-73.9560807,3
Quercus bicolor,40.81906219,-73.95287897,3
Metasequoia glyptostroboides,40.82050563,-73.95410195,3
Zelkova serrata,40.82150811,-73.95382286,3
Quercus bicolor,40.82127663,-73.9537095,3
Amelanchier,40.8194159,-73.95198495,3
Quercus alba,40.81917704,-73.95315166,3
Quercus alba,40.81921484,-73.9532414,3
Cornus alternifolia,40.82036544,-73.95377009,3
Acer rubrum,40.82152235,-73.95265635,3
Quercus palustris,40.82092913,-73.95125011,3
Quercus rubra,40.819094,-73.95295449,3
Taxodium ascendens,40.82024112,-73.9534758,3
Quercus alba,40.81912913,-73.95303791,3
Acer rubrum,40.82148198,-73.95256064,3
Quercus bicolor,40.81984183,-73.95424768,3
Quercus bicolor,40.81930195,-73.95296158,3
Acer rubrum,40.82127318,-73.95206568,3
Quercus bicolor,40.81948129,-73.95338881,3
Quercus bicolor,40.81915898,-73.95262101,3
Fraxinus pennsylvanica,40.81851992,-73.95330129,3
Quercus bicolor,40.82121351,-73.95381653,3
Quercus palustris,40.8210158,-73.95462054,3
Quercus palustris,40.82064002,-73.95488931,3
Quercus bicolor,40.81903158,-73.9528063,3
Quercus bicolor,40.81940164,-73.95319907,3
Quercus palustris,40.81900031,-73.95273204,3
Amelanchier,40.81912622,-73.95219277,3
Quercus alba,40.81933608,-73.95352926,3
Quercus robur,40.81935544,-73.95308902,3
Prunus,40.82086482,-73.9549525,3
Pyrus calleryana,40.82096219,-73.95492451,3
Quercus velutina,40.82087489,-73.95112155,3
Taxodium ascendens,40.81983641,-73.95251779,3
Malus,40.82113401,-73.95434645,3
Acer rubrum,40.8212332,-73.95197091,3
Metasequoia glyptostroboides,40.81916885,-73.95600458,3
Gleditsia triacanthos var. inermis,40.81870743,-73.95223082,3
Prunus,40.82700051,-73.9437936,3
Cedrus deodara,40.82629645,-73.94198291,3
Cedrus deodara,40.82500964,-73.9429231,3
Ginkgo biloba,40.82745523,-73.9431919,3
Quercus shumardii,40.82574952,-73.94238252,3
Tilia americana,40.82748706,-73.94326782,3
Pyrus calleryana,40.82801543,-73.94452798,3
Acer rubrum,40.82760222,-73.94414719,3
Tilia cordata,40.82611094,-73.94505639,3
Platanus x acerifolia,40.82687046,-73.94450127,3
Pyrus calleryana,40.82554251,-73.94639709,3
Gleditsia triacanthos var. inermis,40.82516387,-73.94721911,3
Pyrus calleryana,40.82559571,-73.94627109,3
Prunus,40.82710117,-73.94402999,3
Tilia cordata,40.82492788,-73.94610758,3
Fraxinus pennsylvanica,40.8256003,-73.94653503,3
Styphnolobium japonicum,40.82812866,-73.94479652,3
Zelkova serrata,40.8266489,-73.95124505,3
Fraxinus pennsylvanica,40.82662227,-73.94896113,3
Ginkgo biloba,40.82628105,-73.94987765,3
Gleditsia triacanthos var. inermis,40.82543317,-73.95006126,3
Gleditsia triacanthos var. inermis,40.82548772,-73.95019083,3
Fraxinus pennsylvanica,40.82666841,-73.94907041,3
Ginkgo biloba,40.82559095,-73.94824207,3
Quercus bicolor,40.82605822,-73.94934951,3
Zelkova serrata,40.82651729,-73.95092304,3
Acer ginnala,40.82522513,-73.94982292,3
Acer ginnala,40.8253285,-73.95006973,3
Styphnolobium japonicum,40.82538363,-73.95020136,3
Gleditsia triacanthos var. inermis,40.82532937,-73.94981476,3
Styphnolobium japonicum,40.82623263,-73.95080943,3
Ginkgo biloba,40.82477486,-73.95168241,3
Gleditsia triacanthos var. inermis,40.82468531,-73.94828524,3
Quercus palustris,40.82604794,-73.950687,3
Fraxinus pennsylvanica,40.82609551,-73.94771367,3
Zelkova serrata,40.82655305,-73.95101054,3
Acer ginnala,40.82458889,-73.94830381,3
Picea abies,40.82653665,-73.94875838,3
Koelreuteria paniculata,40.82420653,-73.95100586,3
Gleditsia triacanthos var. inermis,40.82595532,-73.94958387,3
Ginkgo biloba,40.82597159,-73.94914419,3
Zelkova serrata,40.82485051,-73.95182045,3
Quercus palustris,40.82623328,-73.95063168,3
Gleditsia triacanthos var. inermis,40.82558619,-73.95042468,3
Gleditsia triacanthos var. inermis,40.82501799,-73.94907528,3
Gleditsia triacanthos var. inermis,40.82554774,-73.9508661,3
Styphnolobium japonicum,40.82625634,-73.94809454,3
Pyrus calleryana,40.82603326,-73.95148183,3
Zelkova serrata,40.82477334,-73.95187716,3
Gleditsia triacanthos var. inermis,40.81919192,-73.95551183,3
Gleditsia triacanthos var. inermis,40.81898565,-73.95566437,3
Styphnolobium japonicum,40.83179798,-73.94769177,3
Tilia cordata,40.83000492,-73.94731033,3
Styphnolobium japonicum,40.83227658,-73.94883607,3
Eucommia ulmoides,40.82981075,-73.94684883,3
Zelkova serrata,40.82997739,-73.94699019,3
Tilia cordata,40.83113668,-73.94697667,3
Gleditsia triacanthos var. inermis,40.83044921,-73.94773026,3
Gleditsia triacanthos var. inermis,40.82904934,-73.94672573,3
Cercis canadensis,40.83130026,-73.94685536,3
Malus,40.8305113,-73.94746436,3
Platanus x acerifolia,40.83071016,-73.94993152,3
Ulmus parvifolia,40.82992945,-73.9476683,3
Zelkova serrata,40.8285208,-73.94547126,3
Zelkova serrata,40.83209017,-73.94839038,3
Pyrus calleryana,40.82943037,-73.94594481,3
Cercis canadensis,40.83128208,-73.94686884,3
Malus,40.83046328,-73.94749939,3
Cercis canadensis,40.83127012,-73.94687771,3
Prunus cerasifera,40.83062173,-73.94738379,3
Ulmus parvifolia,40.82891355,-73.94640342,3
Tilia americana,40.83103039,-73.9470949,3
Quercus rubra,40.83116251,-73.94695752,3
Eucommia ulmoides,40.82971233,-73.94661492,3
Malus,40.83047225,-73.9474536,3
Zelkova serrata,40.83233881,-73.94898485,3
Ulmus parvifolia,40.82970915,-73.94783077,3
Tilia americana,40.8312327,-73.94694486,3
Prunus cerasifera,40.83097204,-73.94713817,3
Malus,40.83051787,-73.94742032,3
Quercus palustris,40.82491084,-73.94770518,3
Ulmus parvifolia,40.82233954,-73.94878604,3
Acer rubrum,40.82160455,-73.94870476,3
Zelkova serrata,40.82222675,-73.94575011,3
Zelkova serrata,40.82301664,-73.94844367,3
Gleditsia triacanthos var. inermis,40.82432794,-73.94743016,3
Ginkgo biloba,40.82499727,-73.94764066,3
Gleditsia triacanthos var. inermis,40.82474561,-73.9467049,3
Acer rubrum,40.82164556,-73.94880208,3
Quercus rubra,40.82471936,-73.94784812,3
Styphnolobium japonicum,40.83108088,-73.94319718,3
Gymnocladus dioicus,40.82971833,-73.94250065,3
Gymnocladus dioicus,40.82981939,-73.94273924,3
Tilia americana,40.83062718,-73.94271192,3
Quercus bicolor,40.82972171,-73.94170489,3
Platanus x acerifolia,40.83075324,-73.94328885,3
Gymnocladus dioicus,40.82977741,-73.94264014,3
Quercus velutina,40.84320546,-73.93742646,3
Quercus bicolor,40.84371667,-73.93671654,3
Quercus bicolor,40.84386964,-73.93707597,3
Styphnolobium japonicum,40.84061705,-73.93670826,3
Quercus robur,40.84268842,-73.94159631,3
Styphnolobium japonicum,40.84278975,-73.93677258,3
Quercus rubra,40.84354486,-73.9401246,3
Zelkova serrata,40.84457506,-73.93900057,3
Gleditsia triacanthos var. inermis,40.84349566,-73.93971002,3
Ulmus parvifolia,40.84415804,-73.93969064,3
Quercus bicolor,40.8439267,-73.94073015,3
Quercus bicolor,40.84381329,-73.93694355,3
Tilia americana,40.84210263,-73.9386981,3
Quercus acutissima,40.84315531,-73.93538478,3
Quercus robur,40.84257422,-73.94132511,3
Gleditsia triacanthos var. inermis,40.84420716,-73.93908369,3
Tilia cordata,40.84192362,-73.93625924,3
Quercus palustris,40.84127687,-73.9363877,3
Quercus palustris,40.84334579,-73.93749976,3
Gymnocladus dioicus,40.84200671,-73.93734335,3
Ulmus pumila,40.84135848,-73.93845244,3
Ulmus pumila,40.841284,-73.93827292,3
Zelkova serrata,40.84262922,-73.9360574,3
Quercus bicolor,40.84357849,-73.94020419,3
Prunus,40.84359442,-73.93994374,3
Quercus rubra,40.84301389,-73.93504997,3
Quercus palustris,40.84121865,-73.93625003,3
Quercus bicolor,40.84391795,-73.93718947,3
Metasequoia glyptostroboides,40.84432915,-73.93816925,3
Platanus x acerifolia,40.84273172,-73.93662253,3
Styphnolobium japonicum,40.84131519,-73.93647832,3
Metasequoia glyptostroboides,40.84092729,-73.9374409,3
Quercus bicolor,40.84382508,-73.94078786,3
Ginkgo biloba,40.83597159,-73.93824644,3
Zelkova serrata,40.83708984,-73.93866207,3
Quercus velutina,40.83756825,-73.93953368,3
Ginkgo biloba,40.83589971,-73.93807577,3
Quercus velutina,40.83727768,-73.93909674,3
Ostrya virginiana,40.83705174,-73.93683979,3
Quercus rubra,40.83737845,-73.93908465,3
Ginkgo biloba,40.8358265,-73.93790195,3
Pyrus calleryana,40.83646261,-73.93906939,3
Styphnolobium japonicum,40.8373088,-73.93717177,3
Ginkgo biloba,40.83821929,-73.93932809,3
Gleditsia triacanthos var. inermis,40.84017818,-73.93848743,3
Styphnolobium japonicum,40.8404119,-73.9380317,3
Gleditsia triacanthos var. inermis,40.84011954,-73.93853003,3
Quercus rubra,40.83918787,-73.93882713,3
Metasequoia glyptostroboides,40.83979769,-73.93845222,3
Ulmus parvifolia,40.84079166,-73.93738414,3
Styphnolobium japonicum,40.84049999,-73.93669415,3
Tilia americana,40.84133843,-73.93868805,3
Platanus x acerifolia,40.83971415,-73.94006814,3
Quercus alba,40.83892357,-73.93854015,3
Quercus robur,40.84253574,-73.9415278,3
Tilia americana,40.84076551,-73.93825674,3
Ulmus parvifolia,40.83900964,-73.94067421,3
Ulmus parvifolia,40.84085881,-73.93754298,3
Quercus robur,40.8423091,-73.94099157,3
Prunus,40.84017723,-73.94018835,3
Quercus robur,40.84260915,-73.9417015,3
Quercus rubra,40.83926255,-73.93900567,3
Quercus robur,40.84217429,-73.94067261,3
Quercus alba,40.83904084,-73.93882231,3
Acer campestre,40.84146303,-73.94088068,3
Metasequoia glyptostroboides,40.83983685,-73.93854512,3
Zelkova serrata,40.84000989,-73.94030665,3
Quercus robur,40.84269191,-73.94189729,3
Tilia americana,40.84143324,-73.93891307,3
Styphnolobium japonicum,40.84058288,-73.93689025,3
Quercus robur,40.84204322,-73.94036249,3
Ulmus parvifolia,40.84145565,-73.94050251,3
Quercus alba,40.83895809,-73.93862322,3
Eucommia ulmoides,40.83485379,-73.94563938,3
Styphnolobium japonicum,40.83429138,-73.94556812,3
Gleditsia triacanthos var. inermis,40.83451856,-73.9475066,3
Gleditsia triacanthos var. inermis,40.83612754,-73.94802598,3
Malus,40.83294135,-73.94569458,3
Gleditsia triacanthos var. inermis,40.83242884,-73.94247319,3
Prunus,40.83462206,-73.94533932,3
Platanus x acerifolia,40.83324746,-73.94308853,3
Gleditsia triacanthos var. inermis,40.83544587,-73.94638941,3
Gymnocladus dioicus,40.83382059,-73.94613063,3
Prunus,40.83474898,-73.94537698,3
Quercus palustris,40.8324473,-73.94312563,3
Styphnolobium japonicum,40.83411902,-73.94322305,3
Celtis occidentalis,40.83477829,-73.94561695,3
Gleditsia triacanthos var. inermis,40.83458098,-73.94746257,3
Gleditsia triacanthos var. inermis,40.83365699,-73.94574182,3
Quercus palustris,40.83252582,-73.94305699,3
Gleditsia triacanthos var. inermis,40.83548051,-73.94647156,3
Gleditsia triacanthos var. inermis,40.8360096,-73.94773774,3
Styphnolobium japonicum,40.83417913,-73.94336676,3
Styphnolobium japonicum,40.83393815,-73.94279066,3
