spc_latin,latitude,longitude,tree_dbh
Platanus x acerifolia,40.80662365,-73.93564239,23
Platanus x acerifolia,40.80670778,-73.93558135,24
Platanus x acerifolia,40.806459,-73.93576185,21
Platanus x acerifolia,40.80451592,-73.93506056,23
Platanus x acerifolia,40.80443999,-73.93511647,21
Platanus x acerifolia,40.80196313,-73.93723079,22
Prunus,40.80220467,-73.93908641,1
Platanus x acerifolia,40.80080499,-73.94010401,21
Betula nigra,40.75997751,-73.99444918,1
Betula nigra,40.76000014,-73.99450285,1
Platanus x acerifolia,40.81337508,-73.93883339,22
Platanus x acerifolia,40.81340918,-73.93891426,21
Platanus x acerifolia,40.81321965,-73.93846477,24
Platanus x acerifolia,40.81325748,-73.93855448,21
Platanus x acerifolia,40.81333473,-73.93873768,22
Ginkgo biloba,40.81288857,-73.93578081,21
Platanus x acerifolia,40.81247961,-73.93765031,25
Platanus x acerifolia,40.81014729,-73.94117672,24
Platanus x acerifolia,40.81001368,-73.94085868,21
Platanus x acerifolia,40.81019669,-73.94129432,25
Platanus x acerifolia,40.81064557,-73.94236288,24
Platanus x acerifolia,40.81036323,-73.94169076,26
Gleditsia triacanthos var. inermis,40.80999993,-73.9391496,21
Gleditsia triacanthos var. inermis,40.8092454,-73.93903732,24
Gleditsia triacanthos var. inermis,40.80944493,-73.93950964,25
Gleditsia triacanthos var. inermis,40.80979659,-73.93965231,23
Gleditsia triacanthos var. inermis,40.80930569,-73.93918003,21
Platanus x acerifolia,40.80871607,-73.93572606,21
Styphnolobium japonicum,40.81939555,-73.93677255,22
Pyrus calleryana,40.81999685,-73.93633293,22
Platanus x acerifolia,40.82016121,-73.93621276,25
Platanus x acerifolia,40.7112055,-73.99733939,30
Platanus x acerifolia,40.71118853,-73.99745154,26
Platanus x acerifolia,40.71125583,-73.99700684,21
Platanus x acerifolia,40.7112387,-73.99712005,26
Prunus,40.70856323,-74.00070134,33
Gleditsia triacanthos var. inermis,40.70815022,-74.00076143,1
Platanus x acerifolia,40.71208287,-73.99757131,23
Quercus palustris,40.82905561,-73.93982718,26
Quercus palustris,40.82792158,-73.93957883,21
Quercus palustris,40.82800663,-73.94059526,25
Quercus palustris,40.82689629,-73.94139821,25
Quercus palustris,40.82780054,-73.94074653,24
Quercus palustris,40.82874135,-73.94005642,29
Quercus palustris,40.82881514,-73.93910513,21
Quercus palustris,40.82790507,-73.94067082,28
Quercus palustris,40.82710755,-73.94124707,21
Quercus palustris,40.82803248,-73.93949789,28
Quercus palustris,40.82748385,-73.94097759,22
Quercus palustris,40.8286335,-73.94013493,25
Quercus palustris,40.82781595,-73.93965592,29
Quercus palustris,40.82852955,-73.94021079,25
Platanus x acerifolia,40.83045945,-73.93568157,24
Quercus rubra,40.82919917,-73.9352825,24
Platanus x acerifolia,40.828793,-73.93522296,27
Platanus x acerifolia,40.82862387,-73.93519817,23
Platanus x acerifolia,40.82914816,-73.93527502,23
Platanus x acerifolia,40.83031068,-73.93550489,23
Platanus x acerifolia,40.82929192,-73.93529609,21
Platanus x acerifolia,40.82870761,-73.93521045,30
Platanus x acerifolia,40.83483938,-73.93554934,23
Platanus x acerifolia,40.82907942,-73.93526494,21
Quercus palustris,40.82490529,-73.94076249,29
Quercus palustris,40.82544588,-73.94036694,27
Quercus palustris,40.82430328,-73.94126974,22
Quercus palustris,40.82482184,-73.94082087,24
Quercus palustris,40.82439771,-73.94149167,25
Tilia cordata,40.82376365,-73.94192827,1
Quercus palustris,40.82560098,-73.94047172,23
Quercus palustris,40.82427458,-73.94120228,24
Quercus palustris,40.82565871,-73.93587379,26
Quercus rubra,40.82627018,-73.93819035,30
Quercus palustris,40.82586096,-73.93572088,24
Platanus x acerifolia,40.82713204,-73.93701514,21
Quercus rubra,40.82622073,-73.93807358,23
Quercus palustris,40.82530668,-73.93613108,23
Quercus palustris,40.82638912,-73.93810846,25
Tilia tomentosa,40.82863896,-73.93754536,1
Quercus palustris,40.82656715,-73.93522219,21
Quercus palustris,40.82643425,-73.93801607,30
Quercus palustris,40.82636983,-73.93537216,25
Quercus palustris,40.82626915,-73.935449,21
Quercus palustris,40.8259721,-73.93567572,23
Quercus palustris,40.82654959,-73.93777992,27
Quercus palustris,40.8266106,-73.93765501,23
Platanus x acerifolia,40.82650726,-73.93830154,21
Quercus palustris,40.82584705,-73.94109286,35
Quercus palustris,40.82442551,-73.94321124,29
Quercus palustris,40.82538189,-73.94251497,27
Quercus palustris,40.82569344,-73.94228594,31
Quercus palustris,40.82495839,-73.94282532,33
Quercus palustris,40.82648589,-73.94170053,26
Quercus palustris,40.82559202,-73.94236038,31
Quercus palustris,40.82658727,-73.94162456,23
Quercus palustris,40.82390067,-73.94359256,24
Quercus palustris,40.82628203,-73.94185275,22
Quercus palustris,40.82490772,-73.94177836,28
Quercus palustris,40.82400608,-73.94351573,26
Quercus palustris,40.82616176,-73.94086318,31
Quercus palustris,40.82459037,-73.94200995,23
Quercus palustris,40.82453329,-73.94313332,25
Quercus palustris,40.82527359,-73.94259464,33
Quercus palustris,40.82498747,-73.93902033,24
Quercus palustris,40.82555433,-73.93867003,25
Quercus palustris,40.82531744,-73.93980161,21
Quercus palustris,40.82574868,-73.93912806,25
Quercus imbricaria,40.82494185,-73.93891233,30
Platanus x acerifolia,40.85919197,-73.93384465,23
Ulmus americana,40.85784733,-73.93494845,24
Ulmus americana,40.85838661,-73.93454696,24
Platanus x acerifolia,40.85916903,-73.93385669,23
Ginkgo biloba,40.85462828,-73.93486433,21
Ulmus americana,40.86051194,-73.9213793,21
Ulmus americana,40.8604829,-73.92136122,25
Acer griseum,40.8564647,-73.92953365,1
Quercus palustris,40.85869718,-73.93260127,28
Quercus palustris,40.85341108,-73.93167165,21
Quercus palustris,40.85880623,-73.9316559,25
Quercus palustris,40.85839342,-73.93276407,24
Quercus palustris,40.85830106,-73.9328123,29
Quercus palustris,40.85324402,-73.93127451,30
Quercus palustris,40.8589965,-73.93156331,26
Tilia cordata,40.85448724,-73.93039886,0
Quercus palustris,40.85918836,-73.9323419,22
Gleditsia triacanthos var. inermis,40.85389442,-73.93051186,0
Acer platanoides,40.85502024,-73.93437854,21
Quercus palustris,40.85334258,-73.93150881,24
Quercus palustris,40.85850926,-73.93270358,27
Quercus palustris,40.85861142,-73.93264733,28
Tilia cordata,40.85442285,-73.93024749,0
Quercus palustris,40.85241028,-73.92930243,22
Taxodium distichum,40.8533469,-73.93064497,0
Quercus palustris,40.85264336,-73.92985105,21
Taxodium distichum,40.8533049,-73.93067567,0
Platanus x acerifolia,40.85983278,-73.93127125,22
Platanus x acerifolia,40.86343811,-73.9301242,27
Platanus x acerifolia,40.86553647,-73.92844823,27
Platanus x acerifolia,40.86040588,-73.93101191,32
Platanus x acerifolia,40.86138294,-73.93045835,27
Ulmus americana,40.85926571,-73.93516747,39
Platanus x acerifolia,40.86126706,-73.93052615,32
Ulmus americana,40.86341858,-73.92888137,25
Acer platanoides,40.86604411,-73.93016765,26
Platanus x acerifolia,40.86285695,-73.93010889,27
Platanus x acerifolia,40.86004565,-73.9311784,28
Ulmus americana,40.86339641,-73.92814747,21
Ulmus americana,40.86329677,-73.9294595,22
Platanus x acerifolia,40.86028903,-73.93107231,32
Platanus x acerifolia,40.86092906,-73.93072603,29
Platanus x acerifolia,40.86050983,-73.930958,34
Ulmus americana,40.85944572,-73.93471354,32
Platanus x acerifolia,40.86556715,-73.92874627,31
Platanus x acerifolia,40.86575699,-73.9296834,31
Quercus phellos,40.86345548,-73.92878038,21
Quercus phellos,40.8634357,-73.92965923,22
Ulmus americana,40.8634682,-73.92819276,21
Platanus x acerifolia,40.86555016,-73.92860303,27
Ulmus americana,40.86352454,-73.92859137,23
Platanus x acerifolia,40.86552333,-73.92829337,26
Ulmus americana,40.86318947,-73.9280169,21
Platanus x acerifolia,40.86158761,-73.93033877,37
Platanus x acerifolia,40.86570711,-73.92954929,32
Malus,40.85636195,-73.92667919,1
Gleditsia triacanthos var. inermis,40.86096439,-73.92670679,1
Ulmus parvifolia,40.86143105,-73.9254413,1
Acer pseudoplatanus,40.8589562,-73.92318577,26
Pyrus calleryana,40.85116146,-73.92710123,22
Platanus x acerifolia,40.85680011,-73.92452735,41
Platanus x acerifolia,40.85482859,-73.9258416,33
Platanus x acerifolia,40.85715626,-73.92454052,36
Platanus x acerifolia,40.85703769,-73.92452048,35
Platanus x acerifolia,40.85455716,-73.92603929,23
Platanus x acerifolia,40.85749516,-73.92466071,35
Platanus x acerifolia,40.85328888,-73.9269307,21
Platanus x acerifolia,40.85585542,-73.92509233,28
Platanus x acerifolia,40.85547486,-73.9253707,26
Platanus x acerifolia,40.85576802,-73.9251561,38
Platanus x acerifolia,40.8580898,-73.92508292,29
Platanus x acerifolia,40.85657488,-73.92459475,28
Platanus x acerifolia,40.85594667,-73.92502579,27
Platanus x acerifolia,40.85464837,-73.92597262,23
Platanus x acerifolia,40.85403413,-73.926422,29
Platanus x acerifolia,40.85385018,-73.9265561,33
Ulmus americana,40.85311487,-73.92709546,30
Platanus x acerifolia,40.85427791,-73.92624371,28
Platanus x acerifolia,40.8541239,-73.92635645,30
Platanus x acerifolia,40.85692006,-73.92451537,40
Platanus x acerifolia,40.85623863,-73.92481281,27
Platanus x acerifolia,40.85727083,-73.92457041,39
Quercus palustris,40.85737646,-73.92810467,26
Quercus palustris,40.85724141,-73.93640621,25
Quercus palustris,40.8572003,-73.93577941,25
Ulmus americana,40.85624509,-73.93633508,28
Quercus palustris,40.85723457,-73.93592134,27
Quercus phellos,40.76816616,-73.96300653,23
Platanus x acerifolia,40.76515013,-73.96530448,22
Platanus x acerifolia,40.76574872,-73.96671901,25
Platanus x acerifolia,40.76579644,-73.96683241,22
Platanus x acerifolia,40.76518999,-73.96539843,21
Platanus x acerifolia,40.76583086,-73.96691421,21
Platanus x acerifolia,40.76522236,-73.96547471,30
Platanus x acerifolia,40.76511509,-73.96522189,22
Platanus x acerifolia,40.76564612,-73.96647517,23
Platanus x acerifolia,40.76493426,-73.96479569,21
Platanus x acerifolia,40.76682558,-73.96539082,21
Platanus x acerifolia,40.7656929,-73.96658635,23
Platanus x acerifolia,40.76589107,-73.9670573,21
Quercus phellos,40.76618945,-73.96608052,21
Platanus x acerifolia,40.76497061,-73.96513039,28
Platanus x acerifolia,40.76218138,-73.96434195,21
Platanus x acerifolia,40.76308652,-73.96454384,21
Quercus acutissima,40.76564545,-73.95871142,29
Fraxinus pennsylvanica,40.76552463,-73.95868008,23
Platanus x acerifolia,40.76598247,-73.95782465,22
Quercus acutissima,40.76560253,-73.9586098,25
Fraxinus pennsylvanica,40.7655678,-73.95878234,28
Platanus x acerifolia,40.76252373,-73.95712666,25
Platanus x acerifolia,40.7630684,-73.95673984,21
Platanus x acerifolia,40.7595332,-73.95894286,21
Platanus x acerifolia,40.75925359,-73.95892739,22
Platanus x acerifolia,40.75967233,-73.95849253,22
Platanus x acerifolia,40.75969233,-73.95878858,22
Platanus x acerifolia,40.75946058,-73.95899541,24
Platanus x acerifolia,40.76419962,-73.96692373,22
Platanus x acerifolia,40.76312012,-73.9663011,26
Platanus x acerifolia,40.76373064,-73.96803308,21
Quercus phellos,40.76374353,-73.96776609,26
Gleditsia triacanthos var. inermis,40.76748391,-73.96917384,27
Gleditsia triacanthos var. inermis,40.7671261,-73.96998794,0
Quercus palustris,40.79483042,-73.96222851,31
Quercus palustris,40.77331037,-73.97792677,26
Ginkgo biloba,40.79974211,-73.95630164,22
Ulmus americana,40.77184544,-73.96763295,23
Ulmus americana,40.77038954,-73.96868795,22
Ulmus americana,40.78899748,-73.96644832,37
Zelkova serrata,40.78935254,-73.9548427,36
Ulmus americana,40.78972296,-73.9659178,30
Ulmus americana,40.78736118,-73.95626133,27
Ulmus americana,40.77674976,-73.96404214,24
Ulmus americana,40.7894821,-73.96609394,35
Ulmus americana,40.76782558,-73.97055849,21
Quercus palustris,40.77532539,-73.97646037,24
Zelkova serrata,40.79162014,-73.95320047,24
Quercus palustris,40.77568661,-73.97619749,25
Ulmus americana,40.78663904,-73.95678324,32
Quercus palustris,40.79101674,-73.96501094,27
Ulmus americana,40.77053234,-73.96858447,26
Quercus palustris,40.78246977,-73.97124822,30
Quercus palustris,40.79470373,-73.96232261,25
Quercus palustris,40.78745583,-73.96761316,21
Quercus palustris,40.79710705,-73.96056916,27
Ulmus americana,40.78716134,-73.95640524,23
Quercus palustris,40.78552765,-73.96902077,31
Ulmus americana,40.77596855,-73.96461085,25
Platanus x acerifolia,40.76593563,-73.9765114,24
Quercus palustris,40.79881463,-73.95932223,37
Ulmus americana,40.7716516,-73.96773427,22
Quercus palustris,40.79386433,-73.96293264,29
Ulmus americana,40.76672305,-73.97135731,23
Zelkova serrata,40.78994204,-73.95436959,35
Ulmus americana,40.79654015,-73.9496028,30
Quercus palustris,40.79315625,-73.96345012,26
Ulmus americana,40.78249432,-73.95984831,36
Ulmus americana,40.77960058,-73.97329959,41
Ulmus americana,40.78109729,-73.96086296,25
Quercus palustris,40.79610212,-73.96130181,29
Platanus x acerifolia,40.76596649,-73.97658507,25
Ulmus americana,40.77295798,-73.96680236,28
Quercus palustris,40.799194,-73.95904582,28
Ulmus americana,40.77509439,-73.96524721,27
Ulmus americana,40.79177394,-73.96441668,27
Ulmus americana,40.77280908,-73.96691074,32
Quercus palustris,40.78819253,-73.96707618,23
Ulmus americana,40.76709473,-73.97108802,31
Zelkova serrata,40.79010446,-73.95425007,41
Ulmus americana,40.7709948,-73.9682102,27
Ulmus americana,40.76895374,-73.96968916,21
Quercus palustris,40.77545028,-73.97636948,21
Ulmus americana,40.77055726,-73.96852725,29
Ulmus americana,40.79624753,-73.94977676,29
Quercus palustris,40.78445203,-73.96980143,22
Ulmus americana,40.79457047,-73.95099846,34
Platanus x acerifolia,40.7659041,-73.97643615,25
Quercus palustris,40.78410882,-73.97005194,23
Ulmus americana,40.78294846,-73.95951846,24
Quercus palustris,40.79303244,-73.9635406,28
Ulmus americana,40.79646556,-73.94961792,23
Ginkgo biloba,40.79836301,-73.95304742,24
Quercus palustris,40.79982658,-73.95858387,25
Ulmus americana,40.76826888,-73.97022921,29
Zelkova serrata,40.78963494,-73.95459558,27
Quercus palustris,40.78208815,-73.97152674,24
Quercus palustris,40.77412719,-73.97733236,21
Quercus palustris,40.79647878,-73.96102954,37
Ulmus americana,40.78161871,-73.96048426,43
Ulmus americana,40.77340106,-73.96647984,31
Ulmus americana,40.77176996,-73.96768766,32
Ulmus americana,40.7921385,-73.96414679,33
Quercus palustris,40.79995574,-73.95848819,29
Quercus palustris,40.79673206,-73.96084132,32
Quercus palustris,40.79408196,-73.96277359,25
Quercus palustris,40.79063529,-73.96528989,29
Quercus palustris,40.79685233,-73.96075413,26
Ulmus parvifolia,40.79998588,-73.95681189,34
Ulmus americana,40.79444608,-73.95108907,22
Ulmus americana,40.76659988,-73.97140739,33
Ulmus americana,40.77394872,-73.96604199,29
Quercus palustris,40.79339836,-73.96327319,27
Quercus palustris,40.78393841,-73.97017632,25
Ulmus americana,40.77194249,-73.96752347,22
Quercus palustris,40.78002772,-73.97302787,25
Quercus palustris,40.77978612,-73.97320374,31
Ulmus americana,40.77082275,-73.96837403,23
Quercus palustris,40.78358799,-73.97043208,30
Quercus palustris,40.79207521,-73.96423301,31
Quercus palustris,40.79558284,-73.96167817,36
Quercus palustris,40.79249951,-73.96393006,26
Ulmus americana,40.78237455,-73.95989611,25
Ulmus americana,40.79336165,-73.95187902,23
Quercus palustris,40.78285787,-73.97096496,31
Ulmus americana,40.7807686,-73.96112049,24
Ginkgo biloba,40.79756045,-73.95112091,24
Quercus palustris,40.79495141,-73.96213879,25
Ulmus americana,40.77475708,-73.96545355,27
Ulmus americana,40.77553963,-73.96492309,38
Ulmus americana,40.77199113,-73.96752738,32
Quercus palustris,40.77471224,-73.97690659,21
Zelkova serrata,40.78894215,-73.95510538,26
Ulmus americana,40.79468477,-73.9509152,31
Quercus palustris,40.77702485,-73.97521843,26
Ginkgo biloba,40.79823621,-73.95274968,23
Zelkova serrata,40.7907152,-73.95380491,35
Ginkgo biloba,40.80024134,-73.95811962,26
Ulmus americana,40.79480771,-73.95082564,23
Quercus palustris,40.77347897,-73.97780408,26
Ulmus americana,40.79559692,-73.95028994,40
Ulmus americana,40.78296859,-73.97084493,23
Quercus palustris,40.7826169,-73.97114084,23
Quercus palustris,40.79830044,-73.95969857,21
Quercus palustris,40.78733679,-73.96770007,26
Quercus palustris,40.76880766,-73.98120451,23
Ulmus americana,40.76768614,-73.97065952,31
Quercus palustris,40.79050075,-73.96534903,26
Quercus palustris,40.79126049,-73.96483269,22
Zelkova serrata,40.7895873,-73.95466995,26
Quercus palustris,40.79697973,-73.96066173,25
Ulmus americana,40.76549502,-73.97224701,25
Quercus palustris,40.77641833,-73.9756618,21
Quercus palustris,40.793538,-73.96317113,34
Ulmus americana,40.78054335,-73.96127536,26
Quercus palustris,40.79157332,-73.9646039,32
Ulmus americana,40.77659414,-73.96415543,22
Ulmus americana,40.76770962,-73.97060336,24
Quercus palustris,40.78139086,-73.97203558,25
Ulmus americana,40.77526572,-73.96508328,25
Ulmus americana,40.76702501,-73.97113853,28
Ulmus americana,40.77288065,-73.96685865,23
Ulmus americana,40.79379691,-73.95160118,29
Ginkgo biloba,40.80029988,-73.95790491,26
Ulmus americana,40.76834112,-73.97017873,37
Quercus palustris,40.7984308,-73.95960577,29
Ulmus americana,40.7681266,-73.97032863,30
Quercus palustris,40.79869439,-73.95940929,21
Ulmus americana,40.7664259,-73.97157259,32
Ulmus americana,40.79620205,-73.94984911,33
Quercus palustris,40.77629645,-73.97575089,22
Quercus palustris,40.77920929,-73.97362153,30
Ulmus americana,40.7731746,-73.96664468,28
Ulmus americana,40.7941547,-73.95134054,44
Ulmus americana,40.76863102,-73.96997617,25
Ulmus americana,40.76516125,-73.97244967,27
Ulmus americana,40.77561696,-73.96486679,31
Quercus palustris,40.79444763,-73.96250832,29
Ulmus americana,40.78760676,-73.95608448,21
Quercus palustris,40.79396967,-73.96285566,34
Quercus palustris,40.77424391,-73.97724742,25
Ulmus americana,40.77534017,-73.96502909,28
Ulmus americana,40.7861569,-73.95713602,28
Ulmus americana,40.78780467,-73.95598106,33
Quercus palustris,40.79635013,-73.96112343,35
Ulmus americana,40.7952899,-73.95047438,25
Ulmus americana,40.77369742,-73.96626412,29
Ginkgo biloba,40.79749045,-73.95088451,23
Quercus palustris,40.79196661,-73.96431341,30
Quercus palustris,40.77593086,-73.97601973,21
Ulmus americana,40.76621338,-73.97172657,28
Ulmus americana,40.77357432,-73.96631452,31
Ulmus americana,40.78316615,-73.95936034,30
Quercus palustris,40.798942,-73.95922982,23
Zelkova serrata,40.7893973,-73.95477045,25
Quercus palustris,40.79274546,-73.96375033,27
Zelkova serrata,40.78912017,-73.95501369,33
Ulmus americana,40.79660696,-73.96089511,21
Quercus palustris,40.78709343,-73.96787773,30
Ulmus americana,40.77436913,-73.96577516,24
Ulmus americana,40.76687355,-73.97124827,25
Ulmus americana,40.77303291,-73.96674782,28
Quercus palustris,40.78127078,-73.972123,32
Ulmus americana,40.77600011,-73.96454867,21
Quercus palustris,40.77436208,-73.97716142,23
Ulmus americana,40.78309244,-73.97075454,30
Quercus palustris,40.78879471,-73.96663585,32
Ginkgo biloba,40.80010814,-73.95717443,29
Ulmus americana,40.76819399,-73.97028154,32
Quercus palustris,40.770901,-73.97968578,26
Ulmus americana,40.77320136,-73.966586,22
Ginkgo biloba,40.79788816,-73.95189691,22
Ulmus americana,40.76679998,-73.97130157,21
Ulmus americana,40.79052762,-73.96532938,30
Ulmus americana,40.78124626,-73.96075476,31
Quercus palustris,40.77388294,-73.97751011,23
Quercus palustris,40.78930955,-73.96625937,21
Ulmus americana,40.76592584,-73.97193489,32
Ulmus americana,40.77244994,-73.96719491,32
Ulmus americana,40.76580507,-73.97198323,25
Ulmus americana,40.77624842,-73.9643679,22
Ulmus americana,40.78103001,-73.96091182,24
Ulmus americana,40.79330992,-73.95195591,25
Ulmus americana,40.76841287,-73.9701286,23
Ulmus americana,40.7690745,-73.96964081,27
Quercus palustris,40.79431537,-73.96260444,34
Ulmus americana,40.76585612,-73.9719854,29
Ulmus americana,40.78743389,-73.95624807,23
Ginkgo biloba,40.79921021,-73.95503685,22
Ulmus americana,40.7825664,-73.95979595,21
Ulmus americana,40.76601904,-73.97182821,32
Platanus x acerifolia,40.79660309,-73.96093743,24
Quercus palustris,40.79075524,-73.96520217,30
Quercus palustris,40.79932098,-73.95895248,28
Ulmus americana,40.76987891,-73.96905795,26
Quercus palustris,40.79773354,-73.96011059,31
Ulmus americana,40.77568661,-73.96481609,29
Ulmus americana,40.79644122,-73.94967488,28
Quercus palustris,40.78017422,-73.97292123,39
Quercus palustris,40.79457565,-73.96241786,29
Ulmus americana,40.77439349,-73.96571823,28
Ulmus americana,40.77577773,-73.96471056,26
Ulmus americana,40.77031165,-73.96874439,23
Ginkgo biloba,40.79876421,-73.95398951,28
Quercus palustris,40.77319005,-73.97801434,26
Quercus palustris,40.77727676,-73.97503428,26
Ulmus americana,40.77235655,-73.96726258,23
Ulmus americana,40.78279948,-73.95962666,26
Ulmus americana,40.7758989,-73.96466155,25
Quercus palustris,40.79017946,-73.96562323,30
Quercus palustris,40.78506014,-73.96935956,27
Quercus palustris,40.7833211,-73.97062688,22
Quercus palustris,40.78606334,-73.96862972,23
Quercus palustris,40.77908885,-73.97370958,27
Ulmus americana,40.77157707,-73.96778827,27
Ulmus americana,40.76571572,-73.97208712,44
Quercus palustris,40.78273691,-73.97105325,23
Ulmus americana,40.7954759,-73.9503781,24
Ulmus americana,40.79516743,-73.9505636,24
Ulmus americana,40.79432841,-73.95117479,35
Ulmus americana,40.77575769,-73.96476435,26
Zelkova serrata,40.78882717,-73.95518999,28
Quercus palustris,40.77280903,-73.97829847,22
Ulmus americana,40.78096273,-73.96096069,26
Quercus palustris,40.78617134,-73.96855088,29
Ulmus americana,40.78274603,-73.9596263,29
Ulmus americana,40.7726525,-73.96702472,27
Quercus palustris,40.78993715,-73.96580042,27
Quercus palustris,40.78556653,-73.96899239,24
Ginkgo biloba,40.79889288,-73.95429167,23
Ulmus americana,40.76997211,-73.96895126,27
Ulmus americana,40.78659415,-73.95685534,42
Ginkgo biloba,40.80017378,-73.95733096,24
Quercus palustris,40.79944792,-73.95885897,21
Ulmus americana,40.78727595,-73.95636181,24
Quercus palustris,40.79596705,-73.96139848,28
Quercus palustris,40.79906681,-73.95913869,31
Quercus palustris,40.77666161,-73.97548396,23
Ulmus americana,40.76635522,-73.9716238,21
Ulmus americana,40.76717406,-73.97103054,26
Ulmus americana,40.77048514,-73.96857951,26
Zelkova serrata,40.79118727,-73.95346395,31
Ulmus americana,40.78821943,-73.95568238,31
Zelkova serrata,40.78981056,-73.95450566,24
Ulmus americana,40.77016981,-73.96884717,30
Ulmus americana,40.77213297,-73.9674246,21
Quercus palustris,40.79760862,-73.96020132,27
Quercus palustris,40.77954308,-73.97338065,24
Ulmus americana,40.76857758,-73.96997467,22
Ginkgo biloba,40.79762738,-73.95127939,23
Ulmus americana,40.78526573,-73.95782733,23
Quercus palustris,40.771386,-73.97933389,23
Quercus palustris,40.7918561,-73.96439522,23
Ulmus americana,40.77325337,-73.96658734,25
Ulmus americana,40.78502394,-73.95800424,35
Quercus palustris,40.79289999,-73.9636374,28
Ulmus americana,40.78683727,-73.95667771,39
Ulmus americana,40.77238243,-73.96720467,24
Ulmus americana,40.7763918,-73.96426353,31
Quercus palustris,40.78582573,-73.96880317,24
Ulmus americana,40.76735285,-73.97086185,29
Quercus palustris,40.77364877,-73.97768052,26
Quercus palustris,40.78685582,-73.96805119,22
Ulmus americana,40.77637128,-73.96431767,24
Ulmus americana,40.7730563,-73.96669159,34
Ulmus americana,40.7749551,-73.9653486,21
Quercus palustris,40.78422402,-73.96996785,34
Ulmus americana,40.7722099,-73.96736885,30
Ginkgo biloba,40.79802001,-73.95220914,25
Ulmus americana,40.77487681,-73.96540559,27
Quercus palustris,40.79115013,-73.96491339,28
Ulmus americana,40.79253004,-73.96386851,30
Quercus palustris,40.77653445,-73.97557691,25
Quercus palustris,40.77677773,-73.97539908,21
Ginkgo biloba,40.79948045,-73.95567772,24
Ulmus americana,40.78319296,-73.95930168,21
Ginkgo biloba,40.79967792,-73.95614858,22
Quercus palustris,40.78231137,-73.97136383,22
Ulmus americana,40.77002316,-73.96895343,22
Quercus palustris,40.78321213,-73.97070641,23
Quercus palustris,40.79365462,-73.96308591,32
Ulmus americana,40.77343407,-73.96641661,27
Quercus palustris,40.79147976,-73.96467233,28
Quercus palustris,40.78466207,-73.9696482,24
Quercus palustris,40.77990476,-73.97311738,23
Quercus palustris,40.79520775,-73.96195013,32
Zelkova serrata,40.79150059,-73.95328309,45
Ulmus americana,40.79402791,-73.9514329,32
Quercus palustris,40.78492697,-73.96945612,24
Ulmus americana,40.77570712,-73.96476196,23
Ulmus americana,40.79407196,-73.9513616,27
Quercus palustris,40.78346751,-73.97052002,25
Ulmus americana,40.77384847,-73.96615416,25
Quercus palustris,40.79622269,-73.9612156,25
Quercus palustris,40.79261997,-73.96384204,22
Ulmus americana,40.78719794,-73.95641799,24
Ulmus americana,40.76754285,-73.97076334,25
Ulmus americana,40.78579037,-73.9574042,27
Ulmus americana,40.79008667,-73.96565184,35
Ulmus americana,40.77432336,-73.96576927,24
Ulmus americana,40.7654253,-73.97229752,33
Quercus palustris,40.79969972,-73.95867728,37
Ginkgo biloba,40.79749632,-73.95096906,22
Ginkgo biloba,40.79855757,-73.95350429,21
Quercus palustris,40.79736236,-73.96038123,32
Quercus palustris,40.77496994,-73.97671905,23
Ulmus americana,40.78346651,-73.95914218,30
Ulmus americana,40.78369334,-73.95897742,28
Zelkova serrata,40.79041641,-73.95405985,33
Ulmus americana,40.77208913,-73.96741721,23
Ulmus americana,40.78676138,-73.95669372,44
Quercus palustris,40.78807162,-73.9671646,30
Ulmus americana,40.76535318,-73.97234977,22
Quercus palustris,40.77308269,-73.97809246,22
Ulmus americana,40.78302054,-73.9594661,25
Quercus palustris,40.78697583,-73.96796359,28
Quercus palustris,40.78102582,-73.97230132,33
Quercus palustris,40.79856053,-73.95950903,30
Ulmus americana,40.76995104,-73.96900569,25
Ulmus americana,40.78768429,-73.95606776,37
Quercus palustris,40.79507837,-73.96204528,34
Quercus palustris,40.77869923,-73.97399441,23
Ulmus americana,40.77539122,-73.96503113,28
Zelkova serrata,40.79083069,-73.95372149,35
Ulmus americana,40.78996527,-73.96574061,28
Ulmus americana,40.78811591,-73.95575693,22
Zelkova serrata,40.78970755,-73.95458146,24
Ulmus americana,40.7870034,-73.95651897,46
Ulmus americana,40.78398841,-73.9587631,24
Ginkgo biloba,40.79711141,-73.95005763,25
Ulmus americana,40.79078403,-73.96518112,31
Quercus palustris,40.78867715,-73.96672181,25
Quercus palustris,40.79375971,-73.9630091,29
Ulmus americana,40.77133434,-73.96800332,25
Ulmus americana,40.79506369,-73.95063917,27
Ulmus americana,40.77585506,-73.96465427,35
Ulmus americana,40.79125885,-73.96479463,29
Ulmus americana,40.77668766,-73.96404814,21
Ulmus americana,40.77297849,-73.96674823,25
Ulmus americana,40.77421879,-73.96588459,25
Quercus palustris,40.7836792,-73.97036551,29
Ulmus americana,40.78324401,-73.95930379,24
Ulmus americana,40.79757199,-73.96018869,24
Ginkgo biloba,40.76743033,-73.9801339,22
Ulmus americana,40.76953505,-73.96926795,29
Quercus palustris,40.78595533,-73.96870856,31
Zelkova serrata,40.77058572,-73.94806981,21
Quercus phellos,40.77531991,-73.96372539,25
Pyrus calleryana,40.7746573,-73.95716941,21
Quercus acutissima,40.78275499,-73.95359847,21
Quercus acutissima,40.78271489,-73.95350303,23
